NAME_LONG;MEAN
Niue;0
Netherlands;45.01778283
Norway;22.3676888
Nepal;44.91496097
Nauru;0
New Zealand;36.71296879
Oman;5.435420744
Pakistan;37.0228636
Panama;66.2023403
Pitcairn Islands;0
Peru;19.07266403
Philippines;61.06154459
Palau;0
Papua New Guinea;64.71850274
Poland;45.63549629
Puerto Rico;47.62343665
Dem. Rep. Korea;67.41754721
Portugal;37.95604061
Paraguay;47.11745348
Palestine;62.31212224
French Polynesia;0
Qatar;1.766020375
Romania;63.33379218
Russian Federation;44.27408719
Rwanda;37.93700519
Saudi Arabia;18.46943055
Sudan;46.27104402
South Sudan;54.90109465
Senegal;27.00696242
Singapore;56.3984252
Saint Helena;0
Solomon Islands;71.08235294
Sierra Leone;51.12676311
El Salvador;53.35645602
San Marino;65.33944954
Somaliland;40.12266052
Somalia;35.15152919
Serbia;54.20504639
S?úo Tom?® and Principe;57.7173913
Suriname;59.55949896
Slovakia;65.6517938
Slovenia;53.31054227
Sweden;24.93334892
Swaziland;45.15754454
Seychelles;0
Syria;35.67023518
Turks and Caicos Islands;47.82926829
Chad;51.80710983
Togo;65.31534334
Thailand;45.51271309
Tajikistan;28.46064395
Turkmenistan;12.66184829
Timor-Leste;46.33455602
Tonga;55.93
Trinidad and Tobago;45.76349718
Tunisia;33.92836581
Turkey;31.15337518
Tuvalu;0
Taiwan;69.58116313
Tanzania;56.18284638
Uganda;42.7219808
Ukraine;63.10864761
United States Minor Outlying Islands;0
Uruguay;79.27634439
United States;63.31297515
US Naval Base Guantanamo Bay;28
Uzbekistan;26.09626856
Saint Vincent and the Grenadines;40.98214286
Venezuela;46.40419808
United States Virgin Islands;76.34741784
Vietnam;56.30329831
Vanuatu;35.27016129
Wallis and Futuna Islands;0
Akrotiri;5.619047619
Samoa;50.54860912
Yemen;12.95614679
South Africa;41.75255455
Zambia;45.05323337
Zimbabwe;42.00501333
